Entity,Code,Day,Daily new confirmed cases of COVID-19,Daily new confirmed deaths due to COVID-19
Colombia,COL,3/21/2020,38,
Congo,COG,3/21/2020,0,
Costa Rica,CRI,3/21/2020,28,1
Cote d'Ivoire,CIV,3/21/2020,5,
Croatia,HRV,3/21/2020,78,0
Cuba,CUB,3/21/2020,5,0
Cyprus,CYP,3/21/2020,17,
Czechia,CZE,3/21/2020,162,
Democratic Republic of Congo,COD,3/21/2020,5,1
Denmark,DNK,3/21/2020,83,4
Djibouti,DJI,3/21/2020,0,
Dominican Republic,DOM,3/21/2020,40,0
Ecuador,ECU,3/21/2020,139,2
Egypt,EGY,3/21/2020,9,2
El Salvador,SLV,3/21/2020,2,
Equatorial Guinea,GNQ,3/21/2020,0,
Eritrea,ERI,3/21/2020,1,
Estonia,EST,3/21/2020,23,
Eswatini,SWZ,3/21/2020,0,
Ethiopia,ETH,3/21/2020,0,
Europe,,3/21/2020,21662,1437
European Union,,3/21/2020,18717,1350
Fiji,FJI,3/21/2020,0,
Finland,FIN,3/21/2020,73,1
France,FRA,3/21/2020,1705,112
Gabon,GAB,3/21/2020,1,0
Gambia,GMB,3/21/2020,0,
Georgia,GEO,3/21/2020,6,
Germany,DEU,3/21/2020,2365,17
Ghana,GHA,3/21/2020,3,1
Greece,GRC,3/21/2020,35,7
Guatemala,GTM,3/21/2020,5,0
Guinea,GIN,3/21/2020,1,
Guyana,GUY,3/21/2020,0,0
Haiti,HTI,3/21/2020,0,
High income,,3/21/2020,28951,1556
Honduras,HND,3/21/2020,0,
Hong Kong,HKG,3/21/2020,17,0
Hungary,HUN,3/21/2020,18,1
Iceland,ISL,3/21/2020,64,1
India,IND,3/21/2020,86,-1
Indonesia,IDN,3/21/2020,81,6
International,,3/21/2020,0,1
Iran,IRN,3/21/2020,966,123
Iraq,IRQ,3/21/2020,6,0
Ireland,IRL,3/21/2020,102,0
Israel,ISR,3/21/2020,215,0
Italy,ITA,3/21/2020,6557,793
Jamaica,JAM,3/21/2020,0,0
Japan,JPN,3/21/2020,37,2
Jordan,JOR,3/21/2020,0,
Kazakhstan,KAZ,3/21/2020,4,
Kenya,KEN,3/21/2020,0,
Kosovo,OWID_KOS,3/21/2020,3,
Kuwait,KWT,3/21/2020,17,
Kyrgyzstan,KGZ,3/21/2020,8,
Latvia,LVA,3/21/2020,13,
Lebanon,LBN,3/21/2020,24,0
Liberia,LBR,3/21/2020,1,
Liechtenstein,LIE,3/21/2020,9,
Lithuania,LTU,3/21/2020,22,
Low income,,3/21/2020,42,2
Lower middle income,,3/21/2020,407,10
Luxembourg,LUX,3/21/2020,186,4
Madagascar,MDG,3/21/2020,0,
Malaysia,MYS,3/21/2020,153,1
Maldives,MDV,3/21/2020,0,
Malta,MLT,3/21/2020,9,
Mauritania,MRT,3/21/2020,0,
Mauritius,MUS,3/21/2020,2,1
Mexico,MEX,3/21/2020,48,0
Moldova,MDA,3/21/2020,14,0
Monaco,MCO,3/21/2020,0,
Mongolia,MNG,3/21/2020,4,
Montenegro,MNE,3/21/2020,0,
Morocco,MAR,3/21/2020,19,0
Namibia,NAM,3/21/2020,0,
Nepal,NPL,3/21/2020,0,
Netherlands,NLD,3/21/2020,637,30
New Zealand,NZL,3/21/2020,13,
Nicaragua,NIC,3/21/2020,1,
Niger,NER,3/21/2020,0,
Nigeria,NGA,3/21/2020,10,
North America,,3/21/2020,6563,108
North Macedonia,MKD,3/21/2020,18,
Norway,NOR,3/21/2020,204,0
Oceania,,3/21/2020,293,0
Oman,OMN,3/21/2020,4,
Pakistan,PAK,3/21/2020,46,2
Palestine,PSE,3/21/2020,1,
Panama,PAN,3/21/2020,63,0
Papua New Guinea,PNG,3/21/2020,0,
Paraguay,PRY,3/21/2020,5,1
Peru,PER,3/21/2020,84,2
Philippines,PHL,3/21/2020,77,1
Poland,POL,3/21/2020,111,0
Portugal,PRT,3/21/2020,260,6
Qatar,QAT,3/21/2020,11,
Romania,ROU,3/21/2020,59,
Russia,RUS,3/21/2020,53,0
Rwanda,RWA,3/21/2020,0,
Saint Lucia,LCA,3/21/2020,0,
Saint Vincent and the Grenadines,VCT,3/21/2020,0,
San Marino,SMR,3/21/2020,0,6
Saudi Arabia,SAU,3/21/2020,48,
Senegal,SEN,3/21/2020,9,
Serbia,SRB,3/21/2020,36,0
Seychelles,SYC,3/21/2020,0,
Singapore,SGP,3/21/2020,47,2
Slovakia,SVK,3/21/2020,41,
Slovenia,SVN,3/21/2020,42,0
Somalia,SOM,3/21/2020,0,
South Africa,ZAF,3/21/2020,38,
South America,,3/21/2020,712,10
South Korea,KOR,3/21/2020,147,8
Spain,ESP,3/21/2020,4964,332
Sri Lanka,LKA,3/21/2020,4,
Sudan,SDN,3/21/2020,1,0
Suriname,SUR,3/21/2020,0,
Sweden,SWE,3/21/2020,135,11
Switzerland,CHE,3/21/2020,1281,21
Taiwan,TWN,3/21/2020,18,0
Tanzania,TZA,3/21/2020,0,
Thailand,THA,3/21/2020,89,0
Togo,TGO,3/21/2020,7,
Trinidad and Tobago,TTO,3/21/2020,40,
Tunisia,TUN,3/21/2020,6,0
Turkey,TUR,3/21/2020,311,5
Uganda,UGA,3/21/2020,1,
Ukraine,UKR,3/21/2020,18,0
United Arab Emirates,ARE,3/21/2020,13,0
United Kingdom,GBR,3/21/2020,1215,58
United States,USA,3/21/2020,5995,103
Upper middle income,,3/21/2020,2591,153
Uruguay,URY,3/21/2020,25,
Uzbekistan,UZB,3/21/2020,10,
Vatican,VAT,3/21/2020,0,
Venezuela,VEN,3/21/2020,28,
Vietnam,VNM,3/21/2020,3,
World,OWID_WRL,3/21/2020,31991,1722
World excl. China,,3/21/2020,31953,1716
World excl. China and South Korea,,3/21/2020,31806,1708
"World excl. China, South Korea, Japan and Singapore",,3/21/2020,31722,1704
Zambia,ZMB,3/21/2020,0,
Zimbabwe,ZWE,3/21/2020,2,
Afghanistan,AFG,3/22/2020,4,1
Africa,,3/22/2020,265,12
Albania,ALB,3/22/2020,13,0
Algeria,DZA,3/22/2020,62,2
Andorra,AND,3/22/2020,25,1
Angola,AGO,3/22/2020,0,
Antigua and Barbuda,ATG,3/22/2020,0,
Argentina,ARG,3/22/2020,108,0
Armenia,ARM,3/22/2020,34,
Asia,,3/22/2020,3234,209
Asia excl. China,,3/22/2020,3148,194
Australia,AUS,3/22/2020,478,0
Austria,AUT,3/22/2020,768,8
Azerbaijan,AZE,3/22/2020,12,0
Bahamas,BHS,3/22/2020,0,
Bahrain,BHR,3/22/2020,29,1
Bangladesh,BGD,3/22/2020,2,0
Barbados,BRB,3/22/2020,8,
Belarus,BLR,3/22/2020,0,
Belgium,BEL,3/22/2020,586,8
Benin,BEN,3/22/2020,0,
Bhutan,BTN,3/22/2020,0,
Bolivia,BOL,3/22/2020,5,
Bosnia and Herzegovina,BIH,3/22/2020,33,0
Brazil,BRA,3/22/2020,525,10
Brunei,BRN,3/22/2020,5,
Bulgaria,BGR,3/22/2020,24,0
Burkina Faso,BFA,3/22/2020,11,2
Cambodia,KHM,3/22/2020,31,
Cameroon,CMR,3/22/2020,13,
Canada,CAN,3/22/2020,192,3
Cape Verde,CPV,3/22/2020,0,
Central African Republic,CAF,3/22/2020,0,
Chad,TCD,3/22/2020,0,
Chile,CHL,3/22/2020,95,1
China,CHN,3/22/2020,86,15
Colombia,COL,3/22/2020,35,2
Congo,COG,3/22/2020,0,
Costa Rica,CRI,3/22/2020,17,0
Cote d'Ivoire,CIV,3/22/2020,0,
Croatia,HRV,3/22/2020,48,0
Cuba,CUB,3/22/2020,14,0
Cyprus,CYP,3/22/2020,11,1
Czechia,CZE,3/22/2020,125,1
Democratic Republic of Congo,COD,3/22/2020,7,0
Denmark,DNK,3/22/2020,94,0
Djibouti,DJI,3/22/2020,0,
Dominica,DMA,3/22/2020,1,
Dominican Republic,DOM,3/22/2020,90,1
Ecuador,ECU,3/22/2020,283,7
Egypt,EGY,3/22/2020,33,4
El Salvador,SLV,3/22/2020,0,
Equatorial Guinea,GNQ,3/22/2020,0,
Eritrea,ERI,3/22/2020,0,
Estonia,EST,3/22/2020,20,
Eswatini,SWZ,3/22/2020,3,
Ethiopia,ETH,3/22/2020,2,
Europe,,3/22/2020,20309,1317
European Union,,3/22/2020,17350,1256
Fiji,FJI,3/22/2020,1,
Finland,FIN,3/22/2020,103,0
France,FRA,3/22/2020,2295,113
Gabon,GAB,3/22/2020,1,0
Gambia,GMB,3/22/2020,0,
Georgia,GEO,3/22/2020,5,
Germany,DEU,3/22/2020,2660,10
Ghana,GHA,3/22/2020,4,0
Greece,GRC,3/22/2020,94,2
Grenada,GRD,3/22/2020,1,
Guatemala,GTM,3/22/2020,2,0
Guinea,GIN,3/22/2020,0,
Guyana,GUY,3/22/2020,12,0
Haiti,HTI,3/22/2020,0,
High income,,3/22/2020,30598,1458
Honduras,HND,3/22/2020,2,
Hong Kong,HKG,3/22/2020,44,0
Hungary,HUN,3/22/2020,28,2
Iceland,ISL,3/22/2020,95,0
India,IND,3/22/2020,66,3
Indonesia,IDN,3/22/2020,64,10
International,,3/22/2020,0,0
Iran,IRN,3/22/2020,1028,129
Iraq,IRQ,3/22/2020,19,3
Ireland,IRL,3/22/2020,121,1
Israel,ISR,3/22/2020,237,0
Italy,ITA,3/22/2020,5560,651
Jamaica,JAM,3/22/2020,3,0
Japan,JPN,3/22/2020,45,4
Jordan,JOR,3/22/2020,27,
Kazakhstan,KAZ,3/22/2020,8,
Kenya,KEN,3/22/2020,8,
Kosovo,OWID_KOS,3/22/2020,7,
Kuwait,KWT,3/22/2020,12,
Kyrgyzstan,KGZ,3/22/2020,0,
Latvia,LVA,3/22/2020,15,
Lebanon,LBN,3/22/2020,61,0
Liberia,LBR,3/22/2020,0,
Liechtenstein,LIE,3/22/2020,0,
Lithuania,LTU,3/22/2020,42,
Low income,,3/22/2020,29,3
Lower middle income,,3/22/2020,539,19
Luxembourg,LUX,3/22/2020,128,0
Madagascar,MDG,3/22/2020,0,
Malaysia,MYS,3/22/2020,123,6
Maldives,MDV,3/22/2020,0,
Malta,MLT,3/22/2020,17,
Mauritania,MRT,3/22/2020,0,
Mauritius,MUS,3/22/2020,14,1
Mexico,MEX,3/22/2020,65,1
Moldova,MDA,3/22/2020,14,0
Monaco,MCO,3/22/2020,12,
Mongolia,MNG,3/22/2020,0,
Montenegro,MNE,3/22/2020,7,
Morocco,MAR,3/22/2020,19,1
Mozambique,MOZ,3/22/2020,1,
Namibia,NAM,3/22/2020,0,
Nepal,NPL,3/22/2020,0,
Netherlands,NLD,3/22/2020,577,43
New Zealand,NZL,3/22/2020,50,
Nicaragua,NIC,3/22/2020,0,
Niger,NER,3/22/2020,1,
Nigeria,NGA,3/22/2020,8,
North America,,3/22/2020,9382,129
North Macedonia,MKD,3/22/2020,30,1
Norway,NOR,3/22/2020,267,0
Oceania,,3/22/2020,529,0
Oman,OMN,3/22/2020,3,
Pakistan,PAK,3/22/2020,99,1
Palestine,PSE,3/22/2020,4,
Panama,PAN,3/22/2020,113,2
Papua New Guinea,PNG,3/22/2020,0,
Paraguay,PRY,3/22/2020,4,0
Peru,PER,3/22/2020,45,0
Philippines,PHL,3/22/2020,73,6
Poland,POL,3/22/2020,98,2
Portugal,PRT,3/22/2020,320,2
Qatar,QAT,3/22/2020,13,
Romania,ROU,3/22/2020,66,3
Russia,RUS,3/22/2020,61,0
Rwanda,RWA,3/22/2020,2,
Saint Lucia,LCA,3/22/2020,0,
Saint Vincent and the Grenadines,VCT,3/22/2020,0,
San Marino,SMR,3/22/2020,31,0
Saudi Arabia,SAU,3/22/2020,119,
Senegal,SEN,3/22/2020,20,
Serbia,SRB,3/22/2020,51,1
Seychelles,SYC,3/22/2020,0,
Singapore,SGP,3/22/2020,23,0
Slovakia,SVK,3/22/2020,7,
Slovenia,SVN,3/22/2020,31,1
Somalia,SOM,3/22/2020,0,
South Africa,ZAF,3/22/2020,34,
South America,,3/22/2020,1136,20
South Korea,KOR,3/22/2020,162,9
Spain,ESP,3/22/2020,3394,397
Sri Lanka,LKA,3/22/2020,5,
Sudan,SDN,3/22/2020,0,0
Suriname,SUR,3/22/2020,1,
Sweden,SWE,3/22/2020,118,11
Switzerland,CHE,3/22/2020,899,23
Syria,SYR,3/22/2020,1,
Taiwan,TWN,3/22/2020,16,0
Tanzania,TZA,3/22/2020,6,
Thailand,THA,3/22/2020,188,0
Timor,TLS,3/22/2020,1,
Togo,TGO,3/22/2020,0,
Trinidad and Tobago,TTO,3/22/2020,1,
Tunisia,TUN,3/22/2020,15,2
Turkey,TUR,3/22/2020,566,21
Uganda,UGA,3/22/2020,0,
Ukraine,UKR,3/22/2020,26,0
United Arab Emirates,ARE,3/22/2020,0,0
United Kingdom,GBR,3/22/2020,1388,35
United States,USA,3/22/2020,8873,122
Upper middle income,,3/22/2020,3689,207
Uruguay,URY,3/22/2020,23,
Uzbekistan,UZB,3/22/2020,0,
Vatican,VAT,3/22/2020,0,
Venezuela,VEN,3/22/2020,0,
Vietnam,VNM,3/22/2020,19,
World,OWID_WRL,3/22/2020,34855,1687
World excl. China,,3/22/2020,34769,1672
World excl. China and South Korea,,3/22/2020,34607,1663
"World excl. China, South Korea, Japan and Singapore",,3/22/2020,34539,1659
Zambia,ZMB,3/22/2020,1,
Zimbabwe,ZWE,3/22/2020,0,
Afghanistan,AFG,3/23/2020,7,0
Africa,,3/23/2020,381,9
Albania,ALB,3/23/2020,15,2
Algeria,DZA,3/23/2020,29,0
Andorra,AND,3/23/2020,20,0
Angola,AGO,3/23/2020,1,
Antigua and Barbuda,ATG,3/23/2020,2,
Argentina,ARG,3/23/2020,35,0
Armenia,ARM,3/23/2020,41,
Asia,,3/23/2020,3075,156
Asia excl. China,,3/23/2020,3051,156
Australia,AUS,3/23/2020,133,0
Austria,AUT,3/23/2020,892,5
Azerbaijan,AZE,3/23/2020,7,0
Bahamas,BHS,3/23/2020,0,
Bahrain,BHR,3/23/2020,43,0
Bangladesh,BGD,3/23/2020,6,1
Barbados,BRB,3/23/2020,3,
Belarus,BLR,3/23/2020,5,
Belgium,BEL,3/23/2020,342,13
Belize,BLZ,3/23/2020,1,
Benin,BEN,3/23/2020,3,
Bhutan,BTN,3/23/2020,0,
Bolivia,BOL,3/23/2020,3,
Bosnia and Herzegovina,BIH,3/23/2020,10,0
Brazil,BRA,3/23/2020,378,9
Brunei,BRN,3/23/2020,3,
Bulgaria,BGR,3/23/2020,14,0
Burkina Faso,BFA,3/23/2020,24,0
Cambodia,KHM,3/23/2020,3,
Cameroon,CMR,3/23/2020,16,
Canada,CAN,3/23/2020,619,7
Cape Verde,CPV,3/23/2020,0,
Central African Republic,CAF,3/23/2020,0,
Chad,TCD,3/23/2020,0,
Chile,CHL,3/23/2020,114,1
China,CHN,3/23/2020,24,0
Colombia,COL,3/23/2020,46,1
Congo,COG,3/23/2020,1,
Costa Rica,CRI,3/23/2020,24,0
Cote d'Ivoire,CIV,3/23/2020,11,
Croatia,HRV,3/23/2020,61,0
Cuba,CUB,3/23/2020,5,0
Cyprus,CYP,3/23/2020,21,0
Czechia,CZE,3/23/2020,116,0
Democratic Republic of Congo,COD,3/23/2020,6,0
Denmark,DNK,3/23/2020,58,11
Djibouti,DJI,3/23/2020,2,
Dominica,DMA,3/23/2020,1,
Dominican Republic,DOM,3/23/2020,43,0
Ecuador,ECU,3/23/2020,192,4
Egypt,EGY,3/23/2020,39,5
El Salvador,SLV,3/23/2020,0,
Equatorial Guinea,GNQ,3/23/2020,3,
Eritrea,ERI,3/23/2020,0,
Estonia,EST,3/23/2020,26,
Eswatini,SWZ,3/23/2020,0,
Ethiopia,ETH,3/23/2020,0,
Europe,,3/23/2020,26407,1566
European Union,,3/23/2020,22263,1459
Fiji,FJI,3/23/2020,1,
Finland,FIN,3/23/2020,74,0
France,FRA,3/23/2020,3365,186
Gabon,GAB,3/23/2020,0,0
Gambia,GMB,3/23/2020,1,1
Georgia,GEO,3/23/2020,7,
Germany,DEU,3/23/2020,4183,29
Ghana,GHA,3/23/2020,4,1
Greece,GRC,3/23/2020,71,2
Grenada,GRD,3/23/2020,0,
Guatemala,GTM,3/23/2020,1,0
Guinea,GIN,3/23/2020,2,
Guyana,GUY,3/23/2020,1,0
Haiti,HTI,3/23/2020,0,
High income,,3/23/2020,38864,1764
Honduras,HND,3/23/2020,4,
Hong Kong,HKG,3/23/2020,39,0
Hungary,HUN,3/23/2020,36,1
Iceland,ISL,3/23/2020,20,0
India,IND,3/23/2020,103,3
Indonesia,IDN,3/23/2020,65,1
International,,3/23/2020,0,0
Iran,IRN,3/23/2020,1411,127
Iraq,IRQ,3/23/2020,33,3
Ireland,IRL,3/23/2020,219,2
Israel,ISR,3/23/2020,169,0
Italy,ITA,3/23/2020,4789,601
Jamaica,JAM,3/23/2020,0,0
Japan,JPN,3/23/2020,40,1
Jordan,JOR,3/23/2020,15,
Kazakhstan,KAZ,3/23/2020,1,
Kenya,KEN,3/23/2020,1,
Kosovo,OWID_KOS,3/23/2020,2,1
Kuwait,KWT,3/23/2020,1,
Kyrgyzstan,KGZ,3/23/2020,2,
Latvia,LVA,3/23/2020,41,
Lebanon,LBN,3/23/2020,19,0
Liberia,LBR,3/23/2020,0,
Liechtenstein,LIE,3/23/2020,14,
Lithuania,LTU,3/23/2020,17,
Low income,,3/23/2020,77,1
Lower middle income,,3/23/2020,522,21
Luxembourg,LUX,3/23/2020,77,0
Madagascar,MDG,3/23/2020,9,
Malaysia,MYS,3/23/2020,212,4
Maldives,MDV,3/23/2020,0,
Malta,MLT,3/23/2020,17,
Mauritania,MRT,3/23/2020,0,
Mauritius,MUS,3/23/2020,8,0
Mexico,MEX,3/23/2020,51,1
Moldova,MDA,3/23/2020,15,0
Monaco,MCO,3/23/2020,0,
Mongolia,MNG,3/23/2020,0,
Montenegro,MNE,3/23/2020,6,1
Morocco,MAR,3/23/2020,28,0
Mozambique,MOZ,3/23/2020,0,
Namibia,NAM,3/23/2020,1,
Nepal,NPL,3/23/2020,1,
Netherlands,NLD,3/23/2020,547,34
New Zealand,NZL,3/23/2020,0,
Nicaragua,NIC,3/23/2020,0,
Niger,NER,3/23/2020,1,
Nigeria,NGA,3/23/2020,10,1
North America,,3/23/2020,12026,203
North Macedonia,MKD,3/23/2020,21,1
Norway,NOR,3/23/2020,236,3
Oceania,,3/23/2020,134,0
Oman,OMN,3/23/2020,11,
Pakistan,PAK,3/23/2020,97,1
Palestine,PSE,3/23/2020,7,
Panama,PAN,3/23/2020,32,3
Papua New Guinea,PNG,3/23/2020,0,
Paraguay,PRY,3/23/2020,0,0
Peru,PER,3/23/2020,32,0
Philippines,PHL,3/23/2020,82,8
Poland,POL,3/23/2020,115,1
Portugal,PRT,3/23/2020,460,9
Qatar,QAT,3/23/2020,7,
Romania,ROU,3/23/2020,143,4
Russia,RUS,3/23/2020,71,0
Rwanda,RWA,3/23/2020,17,
Saint Lucia,LCA,3/23/2020,1,
Saint Vincent and the Grenadines,VCT,3/23/2020,0,
San Marino,SMR,3/23/2020,12,0
Saudi Arabia,SAU,3/23/2020,51,
Senegal,SEN,3/23/2020,12,
Serbia,SRB,3/23/2020,27,1
Seychelles,SYC,3/23/2020,0,
Singapore,SGP,3/23/2020,54,0
Slovakia,SVK,3/23/2020,1,
Slovenia,SVN,3/23/2020,28,1
Somalia,SOM,3/23/2020,0,
South Africa,ZAF,3/23/2020,128,
South America,,3/23/2020,812,15
South Korea,KOR,3/23/2020,0,0
Spain,ESP,3/23/2020,6368,539
Sri Lanka,LKA,3/23/2020,15,
Sudan,SDN,3/23/2020,0,0
Suriname,SUR,3/23/2020,0,
Sweden,SWE,3/23/2020,182,21
Switzerland,CHE,3/23/2020,1321,22
Syria,SYR,3/23/2020,0,
Taiwan,TWN,3/23/2020,26,0
Tanzania,TZA,3/23/2020,0,
Thailand,THA,3/23/2020,122,0
Timor,TLS,3/23/2020,0,
Togo,TGO,3/23/2020,2,
Trinidad and Tobago,TTO,3/23/2020,1,
Tunisia,TUN,3/23/2020,14,0
Turkey,TUR,3/23/2020,293,7
Uganda,UGA,3/23/2020,8,
Ukraine,UKR,3/23/2020,0,0
United Arab Emirates,ARE,3/23/2020,45,0
United Kingdom,GBR,3/23/2020,2349,76
United States,USA,3/23/2020,11238,192
Upper middle income,,3/23/2020,3372,163
Uruguay,URY,3/23/2020,4,
Uzbekistan,UZB,3/23/2020,3,
Vatican,VAT,3/23/2020,0,
Venezuela,VEN,3/23/2020,7,
Vietnam,VNM,3/23/2020,10,
World,OWID_WRL,3/23/2020,42835,1949
World excl. China,,3/23/2020,42811,1949
World excl. China and South Korea,,3/23/2020,42811,1949
"World excl. China, South Korea, Japan and Singapore",,3/23/2020,42717,1948
Zambia,ZMB,3/23/2020,0,
Zimbabwe,ZWE,3/23/2020,0,1
Afghanistan,AFG,3/24/2020,2,0
Africa,,3/24/2020,432,7
Albania,ALB,3/24/2020,19,1
Algeria,DZA,3/24/2020,34,2
Andorra,AND,3/24/2020,31,0
Angola,AGO,3/24/2020,0,
Antigua and Barbuda,ATG,3/24/2020,0,
Argentina,ARG,3/24/2020,86,2
Armenia,ARM,3/24/2020,14,
Asia,,3/24/2020,3619,170
Asia excl. China,,3/24/2020,3556,163
Australia,AUS,3/24/2020,362,1
Austria,AUT,3/24/2020,809,7
Azerbaijan,AZE,3/24/2020,15,0
Bahamas,BHS,3/24/2020,1,
Bahrain,BHR,3/24/2020,15,1
Bangladesh,BGD,3/24/2020,6,1
Barbados,BRB,3/24/2020,1,
Belarus,BLR,3/24/2020,0,
Belgium,BEL,3/24/2020,526,34
Belize,BLZ,3/24/2020,0,
Benin,BEN,3/24/2020,1,
Bhutan,BTN,3/24/2020,0,
Bolivia,BOL,3/24/2020,2,
Bosnia and Herzegovina,BIH,3/24/2020,30,2
Brazil,BRA,3/24/2020,323,12
Brunei,BRN,3/24/2020,13,
Bulgaria,BGR,3/24/2020,17,0
Burkina Faso,BFA,3/24/2020,15,0
Cambodia,KHM,3/24/2020,4,
Cameroon,CMR,3/24/2020,10,
Canada,CAN,3/24/2020,702,4
Cape Verde,CPV,3/24/2020,0,1
Central African Republic,CAF,3/24/2020,0,
Chad,TCD,3/24/2020,2,
Chile,CHL,3/24/2020,176,0
China,CHN,3/24/2020,63,7
Colombia,COL,3/24/2020,101,0
Congo,COG,3/24/2020,0,
Costa Rica,CRI,3/24/2020,19,0
Cote d'Ivoire,CIV,3/24/2020,48,
Croatia,HRV,3/24/2020,67,0
Cuba,CUB,3/24/2020,8,0
Cyprus,CYP,3/24/2020,8,2
Czechia,CZE,3/24/2020,158,2
Democratic Republic of Congo,COD,3/24/2020,9,1
Denmark,DNK,3/24/2020,146,8
Djibouti,DJI,3/24/2020,0,
Dominica,DMA,3/24/2020,0,
Dominican Republic,DOM,3/24/2020,67,3
Ecuador,ECU,3/24/2020,101,9
Egypt,EGY,3/24/2020,36,1
El Salvador,SLV,3/24/2020,2,
Equatorial Guinea,GNQ,3/24/2020,0,
Eritrea,ERI,3/24/2020,0,
Estonia,EST,3/24/2020,17,
Eswatini,SWZ,3/24/2020,0,
Ethiopia,ETH,3/24/2020,1,
Europe,,3/24/2020,24405,1833
European Union,,3/24/2020,20345,1676
Fiji,FJI,3/24/2020,1,
Finland,FIN,3/24/2020,92,0
France,FRA,3/24/2020,2249,240
Gabon,GAB,3/24/2020,1,0
Gambia,GMB,3/24/2020,1,0
Georgia,GEO,3/24/2020,9,
Germany,DEU,3/24/2020,3930,34
Ghana,GHA,3/24/2020,26,0
Greece,GRC,3/24/2020,48,3
Grenada,GRD,3/24/2020,0,
Guatemala,GTM,3/24/2020,1,0
Guinea,GIN,3/24/2020,0,
Guyana,GUY,3/24/2020,-15,0
Haiti,HTI,3/24/2020,5,
High income,,3/24/2020,36756,2093
Honduras,HND,3/24/2020,0,
Hong Kong,HKG,3/24/2020,30,0
Hungary,HUN,3/24/2020,20,2
Iceland,ISL,3/24/2020,60,1
India,IND,3/24/2020,37,0
Indonesia,IDN,3/24/2020,107,6
International,,3/24/2020,0,2
Iran,IRN,3/24/2020,1762,122
Iraq,IRQ,3/24/2020,50,4
Ireland,IRL,3/24/2020,204,1
Israel,ISR,3/24/2020,102,3
Italy,ITA,3/24/2020,5249,743
Jamaica,JAM,3/24/2020,2,0
Japan,JPN,3/24/2020,73,1
Jordan,JOR,3/24/2020,27,
Kazakhstan,KAZ,3/24/2020,10,
Kenya,KEN,3/24/2020,9,
Kosovo,OWID_KOS,3/24/2020,28,0
Kuwait,KWT,3/24/2020,2,
Kyrgyzstan,KGZ,3/24/2020,26,
Laos,LAO,3/24/2020,2,
Latvia,LVA,3/24/2020,17,
Lebanon,LBN,3/24/2020,51,0
Liberia,LBR,3/24/2020,0,
Libya,LBY,3/24/2020,1,
Liechtenstein,LIE,3/24/2020,0,
Lithuania,LTU,3/24/2020,38,1
Low income,,3/24/2020,49,1
Lower middle income,,3/24/2020,547,10
Luxembourg,LUX,3/24/2020,224,0
Madagascar,MDG,3/24/2020,5,
Malaysia,MYS,3/24/2020,106,2
Maldives,MDV,3/24/2020,0,
Malta,MLT,3/24/2020,3,
Mauritania,MRT,3/24/2020,0,
Mauritius,MUS,3/24/2020,6,0
Mexico,MEX,3/24/2020,38,1
Moldova,MDA,3/24/2020,16,0
Monaco,MCO,3/24/2020,0,
Mongolia,MNG,3/24/2020,0,
Montenegro,MNE,3/24/2020,20,0
Morocco,MAR,3/24/2020,27,1
Mozambique,MOZ,3/24/2020,2,
Namibia,NAM,3/24/2020,3,
Nepal,NPL,3/24/2020,0,
Netherlands,NLD,3/24/2020,816,63
New Zealand,NZL,3/24/2020,53,
Nicaragua,NIC,3/24/2020,0,
Niger,NER,3/24/2020,0,
Nigeria,NGA,3/24/2020,4,0
North America,,3/24/2020,11471,251
North Macedonia,MKD,3/24/2020,12,0
Norway,NOR,3/24/2020,242,2
Oceania,,3/24/2020,416,1
Oman,OMN,3/24/2020,18,
Pakistan,PAK,3/24/2020,91,1
Palestine,PSE,3/24/2020,0,
Panama,PAN,3/24/2020,0,0
Papua New Guinea,PNG,3/24/2020,0,
Paraguay,PRY,3/24/2020,5,1
Peru,PER,3/24/2020,21,2
Philippines,PHL,3/24/2020,90,2
Poland,POL,3/24/2020,152,2
Portugal,PRT,3/24/2020,302,10
Qatar,QAT,3/24/2020,25,
Romania,ROU,3/24/2020,218,4
Russia,RUS,3/24/2020,57,0
Rwanda,RWA,3/24/2020,4,
Saint Lucia,LCA,3/24/2020,0,
Saint Vincent and the Grenadines,VCT,3/24/2020,0,
San Marino,SMR,3/24/2020,0,1
Saudi Arabia,SAU,3/24/2020,205,1
Senegal,SEN,3/24/2020,7,
Serbia,SRB,3/24/2020,54,0
Seychelles,SYC,3/24/2020,0,
Singapore,SGP,3/24/2020,49,0
Slovakia,SVK,3/24/2020,18,
Slovenia,SVN,3/24/2020,38,1
Somalia,SOM,3/24/2020,0,
South Africa,ZAF,3/24/2020,152,
South America,,3/24/2020,836,26
South Korea,KOR,3/24/2020,76,9
Spain,ESP,3/24/2020,4749,497
Sri Lanka,LKA,3/24/2020,5,
Sudan,SDN,3/24/2020,1,0
Suriname,SUR,3/24/2020,2,
Sweden,SWE,3/24/2020,230,22
Switzerland,CHE,3/24/2020,1082,2
Syria,SYR,3/24/2020,0,
Taiwan,TWN,3/24/2020,20,0
Tanzania,TZA,3/24/2020,0,
Thailand,THA,3/24/2020,106,3
Timor,TLS,3/24/2020,0,
Togo,TGO,3/24/2020,2,
Trinidad and Tobago,TTO,3/24/2020,6,
Tunisia,TUN,3/24/2020,25,1
Turkey,TUR,3/24/2020,343,7
Uganda,UGA,3/24/2020,0,
Ukraine,UKR,3/24/2020,24,0
